date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:46:35	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2028%20Oct%202022%2020:46:34%20GMT	https://app.whatsbot.me/dashboard/index/whatsapp	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/dashboard/index/whatsapp.0.delayed	(from )
22:46:36	8828/8828	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Oct%202022%2020:46:35%20GMT	https://app.whatsbot.me/	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/index.html	(from )
22:46:36	453/453	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Oct%202022%2020:46:35%20GMT	https://app.whatsbot.me/robots.txt		(from )
22:46:37	17676/17676	---M--	200	added ('OK')	image/png	etag:%2262daf78c-450c%22	https://app.whatsbot.me/assets/uploads/5cd990b82991f50c81b0852639cba7bf/895000de0d71e241d9ed35d0ca075884.png	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/assets/uploads/5cd990b82991f50c81b0852639cba7bf/895000de0d71e241d9ed35d0ca075884.png	(from https://app.whatsbot.me/)
22:46:37	15026/15026	---MCZ	200	added ('OK')	text/css	etag:W/%2260a7fc04-3ab2%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css	(from https://app.whatsbot.me/)
22:46:38	112230/112230	---MCZ	200	added ('OK')	text/css	etag:W/%22632a8c6e-1b666%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/css/style.css	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/css/style.css	(from https://app.whatsbot.me/)
22:46:38	37479/37479	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jun%202022%2012:03:13%20GMT	https://whatsbot.me/wp-content/uploads/2021/05/60.png	C:/Users/mr%20ahmed/Desktop/khufu/whatsbot.me/wp-content/uploads/2021/05/60.png	(from https://app.whatsbot.me/)
22:46:40	53548/53548	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Oct%202022%2020:46:40%20GMT	https://app.whatsbot.me/signup	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/signup.html	(from https://app.whatsbot.me/)
22:46:40	8296/8296	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Oct%202022%2020:46:40%20GMT	https://app.whatsbot.me/forgot_password	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/forgot_password.html	(from https://app.whatsbot.me/)
22:46:41	201529/201529	---M--	200	added ('OK')	image/jpeg	etag:%2260a7fc04-31339%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/img/bg-img/hero-7.jpg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/img/bg-img/hero-7.jpg	(from https://app.whatsbot.me/)
22:46:41	85578/85578	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260a7fc06-14e4a%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/js/jquery.min.js	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/js/jquery.min.js	(from https://app.whatsbot.me/)
22:46:44	80927/80927	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260a7fc04-13c1f%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/js/bootstrap.bundle.min.js	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/js/bootstrap.bundle.min.js	(from https://app.whatsbot.me/)
22:46:44	8044/8044	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260a7fc06-1f6c%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/js/waypoints.min.js	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/js/waypoints.min.js	(from https://app.whatsbot.me/)
22:46:45	2532/2532	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260a7fc06-9e4%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/js/jquery.easing.min.js	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/js/jquery.easing.min.js	(from https://app.whatsbot.me/)
22:46:45	1589/1589	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260a7fc04-635%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/js/default/classy-nav.min.js	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/js/default/classy-nav.min.js	(from https://app.whatsbot.me/)
22:46:52	5905/5905	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260a7fc04-1711%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/js/default/sticky.js	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/js/default/sticky.js	(from https://app.whatsbot.me/)
22:46:53	3659/3659	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260a7fc04-e4b%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/js/default/one-page-nav.js	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/js/default/one-page-nav.js	(from https://app.whatsbot.me/)
22:46:53	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260a7fc06-4ef8%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/js/jquery.magnific-popup.min.js	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/js/jquery.magnific-popup.min.js	(from https://app.whatsbot.me/)
22:46:53	2045/2045	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260a7fc04-7fd%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/js/default/scrollup.min.js	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/js/default/scrollup.min.js	(from https://app.whatsbot.me/)
22:46:54	42743/42743	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260a7fc06-a6f7%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/js/owl.carousel.min.js	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/js/owl.carousel.min.js	(from https://app.whatsbot.me/)
22:46:55	15498/15498	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260a7fc06-3c8a%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/js/jarallax.min.js	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/js/jarallax.min.js	(from https://app.whatsbot.me/)
22:46:55	17855/17855	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260a7fc04-45bf%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/js/jarallax-video.min.js	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/js/jarallax-video.min.js	(from https://app.whatsbot.me/)
22:46:56	1067/1067	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260a7fc06-42b%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/js/jquery.counterup.min.js	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/js/jquery.counterup.min.js	(from https://app.whatsbot.me/)
22:46:56	5339/5339	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260a7fc06-14db%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/js/jquery.countdown.min.js	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/js/jquery.countdown.min.js	(from https://app.whatsbot.me/)
22:46:56	8415/8415	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260a7fc06-20df%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/js/wow.min.js	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/js/wow.min.js	(from https://app.whatsbot.me/)
22:46:57	663/663	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260a7fc04-297%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/js/default/mail.js	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/js/default/mail.js	(from https://app.whatsbot.me/)
22:46:57	8455/8455	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263248f9e-2107%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/js/wimax.js	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/js/wimax.js	(from https://app.whatsbot.me/)
22:46:58	7090/7090	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260a7fc04-1bb2%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/js/default/active.js	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/js/default/active.js	(from https://app.whatsbot.me/)
22:46:59	33972/33972	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-84b4%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/ad.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/ad.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:00	257/257	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-101%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/ae.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/ae.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:01	21279/21279	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-531f%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/af.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/af.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:01	748/748	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-2ec%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/ag.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/ag.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:02	42208/42208	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-a4e0%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/ai.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/ai.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:02	3221/3221	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-c95%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/al.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/al.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:02	226/226	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-e2%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/am.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/am.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:02	1608/1608	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-648%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/ao.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/ao.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:03	2974/2974	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-b9e%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/aq.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/aq.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:03	3430/3430	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-d66%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/ar.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/ar.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:03	8098/8098	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-1fa2%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/as.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/as.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:03	243/243	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-f3%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/at.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/at.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:03	1335/1335	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-537%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/au.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/au.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:04	9948/9948	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-26dc%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/aw.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/aw.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:04	556/556	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-22c%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/ax.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/ax.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:04	515/515	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-203%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/az.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/az.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:05	1306/1306	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-51a%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/ba.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/ba.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:05	613/613	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-265%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/bb.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/bb.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:06	193/193	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-c1%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/bd.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/bd.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:06	293/293	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-125%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/be.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/be.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:06	360/360	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-168%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/bf.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/bf.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:06	289/289	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-121%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/bg.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/bg.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:07	546/546	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-222%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/bh.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/bh.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:07	1074/1074	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-432%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/bi.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/bi.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:07	499/499	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-1f3%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/bj.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/bj.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:07	295/295	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-127%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/bl.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/bl.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:08	22650/22650	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-587a%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/bm.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/bm.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:09	14387/14387	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-3833%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/bn.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/bn.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:10	118272/118272	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-1ce00%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/bo.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/bo.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:10	227/227	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-e3%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/bq.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/bq.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:10	8244/8244	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-2034%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/br.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/br.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
22:47:11	549/549	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260a7fc04-225%22	https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/bs.svg	C:/Users/mr%20ahmed/Desktop/khufu/app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flags/bs.svg	(from https://app.whatsbot.me/inc/themes/frontend/wimax/assets/fonts/flags/flag-icon.css)
